"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"NT AUTHORITY\LocalService","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","FDResPub","System.ServiceProcess.ServiceController[]","False","True","True","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Optimizes performance of Windows Presentation Foundation (WPF) applications by caching commonly used font data. WPF applications will start this service if it is not already running. It can be disabled, though doing so will degrade the performance of WPF applications.","False","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","Manual","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","False","True","True","Windows Presentation Foundation Font Cache 3.0.0.0","System.ServiceProcess.ServiceController[]",".","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","Host service for GameInput.","False","""C:\Program Files (x86)\Microsoft GameInput\x64\gameinputsvc.exe""","Automatic","GameInput Service","System.ServiceProcess.ServiceController[]","False","True","True","GameInput Service","System.ServiceProcess.ServiceController[]",".","GameInput Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Gaming Services","False","""C:\Program Files\WindowsApps\Microsoft.GamingServices_11.75.22001.0_x64__8wekyb3d8bbwe\GamingServices.exe""","Automatic","GamingServices","System.ServiceProcess.ServiceController[]","False","True","True","Gaming Services","System.ServiceProcess.ServiceController[]",".","GamingServices","System.ServiceProcess.ServiceController[]","Automatic",,"Running","528",,
"NT AUTHORITY\LocalService","Gaming Services","False","""C:\Program Files\WindowsApps\Microsoft.GamingServices_11.75.22001.0_x64__8wekyb3d8bbwe\GamingServicesNet.exe""","Automatic","GamingServicesNet","System.ServiceProcess.ServiceController[]","False","False","True","Gaming Services","System.ServiceProcess.ServiceController[]",".","GamingServicesNet","System.ServiceProcess.ServiceController[]","Automatic",,"Running","528",,
"LocalSystem","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","hidserv","System.ServiceProcess.ServiceController[]","False","True","True","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Service for Intel(R) Graphics Command Center","False","C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_9cf4db1a1fd1b22d\OneApp.IGCC.WinService.exe","Automatic","igccservice","System.ServiceProcess.ServiceController[]","True","True","True","Intel(R) Graphics Command Center Service","System.ServiceProcess.ServiceController[]",".","igccservice","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Service for Intel(R) HD Graphics Control Panel","False","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_7208949846a9b9dc\igfxCUIService.exe","Automatic","igfxCUIService2.0.0.0","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) HD Graphics Control Panel Service","System.ServiceProcess.ServiceController[]",".","igfxCUIService2.0.0.0","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","IKEEXT","System.ServiceProcess.ServiceController[]","False","True","True","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then installations will not function properly.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","InstallService","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Store Install Service","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.","False","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","Automatic","iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Intel(R) Dynamic Application Loader Host Interface Service - Allows applications to access the local Intel (R) DAL","True","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe","AutomaticDelayedStart","jhi_service","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) Dynamic Application Loader Host Interface Service","System.ServiceProcess.ServiceController[]",".","jhi_service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Offers Wifi related suggestions to the Killer Network Service","False","C:\WINDOWS\System32\drivers\RivetNetworks\Killer\KAPSService.exe","Manual","KAPSService","System.ServiceProcess.ServiceController[]","False","True","True","Killer Smart AP Selection Service","System.ServiceProcess.ServiceController[]",".","KAPSService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","False","C:\WINDOWS\system32\lsass.exe","Manual","KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"LocalSystem","Killer Analytics Service","False","C:\WINDOWS\System32\drivers\RivetNetworks\Killer\KillerAnalyticsService.exe","Automatic","Killer Analytics Service","System.ServiceProcess.ServiceController[]","False","True","True","Killer Analytics Service","System.ServiceProcess.ServiceController[]",".","Killer Analytics Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Killer Network Service provides the Killer software functionality","False","C:\WINDOWS\System32\drivers\RivetNetworks\Killer\KillerNetworkService.exe","Automatic","Killer Network Service","System.ServiceProcess.ServiceController[]","False","True","True","Killer Network Service","System.ServiceProcess.ServiceController[]",".","Killer Network Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","This service dynamically manages bandwidth settings based on detection of internet traffic congestion.","False","C:\WINDOWS\System32\drivers\RivetNetworks\Killer\KNDBWMService.exe","Manual","KNDBWM","System.ServiceProcess.ServiceController[]","False","True","True","Killer Dynamic Bandwidth Management","System.ServiceProcess.ServiceController[]",".","KNDBWM","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Automatic","LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then content acquired through the Microsoft Store will not function properly.","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows License Manager Service","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Windows Defender Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","Automatic","mpssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Firewall",,".","mpssvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Nahimic service","False","""C:\WINDOWS\system32\NahimicService.exe""","Automatic","NahimicService","System.ServiceProcess.ServiceController[]","False","True","True","Nahimic service","System.ServiceProcess.ServiceController[]",".","NahimicService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Brokers connections that allow Windows Store Apps to receive notifications from the internet.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NcbService","System.ServiceProcess.ServiceController[]","False","False","True","Network Connection Broker","System.ServiceProcess.ServiceController[]",".","NcbService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Manages objects in the Network and Dial-Up Connections folder, in which you can view both local area network and remote connections.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","Netman","System.ServiceProcess.ServiceController[]","False","False","True","Network Connections","System.ServiceProcess.ServiceController[]",".","Netman","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Identifies the networks to which the computer has connected, collects and stores properties for these networks, and notifies applications when these properties change.","False","C:\WINDOWS\System32\svchost.exe -k netprofm -p","Manual","netprofm","System.ServiceProcess.ServiceController[]","False","False","True","Network List Service","System.ServiceProcess.ServiceController[]",".","netprofm","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Manages local user identity keys used to authenticate user to identity providers as well as TPM virtual smart cards. If this service is disabled, local user identity keys and TPM virtual smart cards will not be accessible. It is recommended that you do not reconfigure this service.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport Container",,".","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides process isolation for cryptographic keys used to authenticate to a user’s associated identity providers. If this service is disabled, all uses and management of these keys will not be available, which includes machine logon and single-sign on for apps and websites. This service starts and stops automatically. It is recommended that you do not reconfigure this service.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NgcSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport",,".","NgcSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service manages the detection, download, and installation of updates for NordSec products.","False","""C:\Program Files\NordUpdater\NordUpdateService.exe""","Automatic","NordUpdaterService","System.ServiceProcess.ServiceController[]","False","True","True","NordSec Update Service","System.ServiceProcess.ServiceController[]",".","NordUpdaterService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem",,"False","""C:\Program Files\NordVPN\nordvpn-service.exe""","Automatic","nordvpn-service","System.ServiceProcess.ServiceController[]","False","True","True","nordvpn-service","System.ServiceProcess.ServiceController[]",".","nordvpn-service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
,,"False",,"Manual","NPSMSvc_1997b6","System.ServiceProcess.ServiceController[]","False","False","True","NPSMSvc_1997b6","System.ServiceProcess.ServiceController[]",".","NPSMSvc_1997b6","System.ServiceProcess.ServiceController[]","Manual",,"Running","240",,
"NT Authority\LocalService","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","nsi","System.ServiceProcess.ServiceController[]","False","False","True","Network Store Interface Service","System.ServiceProcess.ServiceController[]",".","nsi","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Container service for NVIDIA Broadcast features","False","""C:\Program Files\NVIDIA Corporation\NvBroadcast.NvContainer\NvBroadcast.Container.exe"" -s NvBroadcast.ContainerLocalSystem -f ""C:\ProgramData\NVIDIA\NvBroadcast.ContainerLocalSystem.log"" -l 3 -d ""C:\Program Files\NVIDIA Corporation\NvBroadcast.NvContainer\plugins\LocalSystem"" -r -p 30000 ","Automatic","NvBroadcast.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA Broadcast LocalSystem Container","System.ServiceProcess.ServiceController[]",".","NvBroadcast.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Container service for NVIDIA root features","False","""C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe"" -s NvContainerLocalSystem -f ""C:\ProgramData\NVIDIA\NvContainerLocalSystem.log"" -l 3 -d ""C:\Program Files\NVIDIA Corporation\NvContainer\plugins\LocalSystem"" -r -p 30000 -st ""C:\Program Files\NVIDIA Corporation\NvContainer\NvContainerTelemetryApi.dll""","Automatic","NvContainerLocalSystem","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA LocalSystem Container","System.ServiceProcess.ServiceController[]",".","NvContainerLocalSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Container service for NVIDIA root features","False","C:\WINDOWS\System32\DriverStore\FileRepository\nvdmi.inf_amd64_14e87c1a49e007a7\Display.NvContainer\NVDisplay.Container.exe -s NVDisplay.ContainerLocalSystem -f C:\ProgramData\NVIDIA\NVDisplay.ContainerLocalSystem.log -l 3 -d C:\WINDOWS\System32\DriverStore\FileRepository\nvdmi.inf_amd64_14e87c1a49e007a7\Display.NvContainer\plugins\LocalSystem -r -p 30000 -cfg NVDisplay.ContainerLocalSystem\LocalSystem","Automatic","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA Display Container LS","System.ServiceProcess.ServiceController[]",".","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"","This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.","True","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","AutomaticDelayedStart","OneSyncSvc_1997b6","System.ServiceProcess.ServiceController[]","False","False","True","Sync Host_1997b6","System.ServiceProcess.ServiceController[]",".","OneSyncSvc_1997b6","System.ServiceProcess.ServiceController[]","Automatic",,"Running","224",,
"LocalSystem","OpenVPN Access Client","False","""C:\Program Files (x86)\OpenVPN Technologies\OpenVPN Client\core\capiws.exe""","Automatic","OpenVPNAccessClient","System.ServiceProcess.ServiceController[]","False","False","True","OpenVPN Access Client","System.ServiceProcess.ServiceController[]",".","OpenVPNAccessClient","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","This service provides support for the Program Compatibility Assistant (PCA).  PCA monitors programs installed and run by the user and detects known compatibility problems. If this service is stopped, PCA will not function properly.","True","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","AutomaticDelayedStart","PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Manages the telephony state on the device","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","True","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","PimIndexMaintenanceSvc_1997b6","System.ServiceProcess.ServiceController[]","False","False","True","Contact Data_1997b6","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_1997b6","System.ServiceProcess.ServiceController[]","Manual",,"Running","224",,
"LocalSystem","Provides system optimization functionality","False","""C:\Program Files\Trend Micro\Titanium\plugin\Pt\PtSvcHost.exe""","Automatic","Platinum Host Service","System.ServiceProcess.ServiceController[]","False","True","True","Platinum Host Service","System.ServiceProcess.ServiceController[]",".","Platinum Host Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Manual","PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"LocalSystem","Manages power policy and power policy notification delivery.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","Power","System.ServiceProcess.ServiceController[]","False","False","False","Power","System.ServiceProcess.ServiceController[]",".","Power","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","False","C:\WINDOWS\system32\svchost.exe -k UserProfileService -p","Automatic","ProfSvc","System.ServiceProcess.ServiceController[]","False","True","True","User Profile Service","System.ServiceProcess.ServiceController[]",".","ProfSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"localSystem","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\System32\svchost.exe -k netsvcs","Manual","RasMan","System.ServiceProcess.ServiceController[]","False","True","True","Remote Access Connection Manager","System.ServiceProcess.ServiceController[]",".","RasMan","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"LocalSystem","Razer Chroma SDK web interface","False","""C:\Program Files (x86)\Razer Chroma SDK\bin\RzSDKServer.exe""","Automatic","Razer Chroma SDK Server","System.ServiceProcess.ServiceController[]","True","False","True","Razer Chroma SDK Server","System.ServiceProcess.ServiceController[]",".","Razer Chroma SDK Server","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides access to Razer hardware for applications using Razer SDK","False","""C:\Program Files (x86)\Razer Chroma SDK\bin\RzSDKService.exe""","Automatic","Razer Chroma SDK Service","System.ServiceProcess.ServiceController[]","True","False","True","Razer Chroma SDK Service","System.ServiceProcess.ServiceController[]",".","Razer Chroma SDK Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides access to the Razer Stream API","False","""C:\Program Files (x86)\Razer Chroma SDK\bin\RzChromaStreamServer.exe""","Automatic","Razer Chroma Stream Server","System.ServiceProcess.ServiceController[]","True","False","True","Razer Chroma Stream Server","System.ServiceProcess.ServiceController[]",".","Razer Chroma Stream Server","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","This service allows for Razer software applications and services to manage the games installed on the system.","False","""C:\Program Files (x86)\Razer\Razer Services\GMS\GameManagerService.exe""","Automatic","Razer Game Manager Service","System.ServiceProcess.ServiceController[]","False","True","True","Razer Game Manager","System.ServiceProcess.ServiceController[]",".","Razer Game Manager Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem",,"False","""C:\Program Files (x86)\Razer\Synapse3\Service\Razer Synapse Service.exe""","Automatic","Razer Synapse Service","System.ServiceProcess.ServiceController[]","True","True","True","Razer Synapse Service","System.ServiceProcess.ServiceController[]",".","Razer Synapse Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
